time_ms,depth_m
4559,0.551
4763,0.620
5375,0.826
5783,0.964
6395,1.171
7007,1.377
7415,1.515
8027,1.722
8639,1.928
9047,2.066
9659,2.341
10271,2.548
11291,2.892
11903,3.099
13535,3.650
13943,3.788
15167,4.201
16799,4.752
17207,4.889
17615,5.027
18839,5.440
19247,5.578
20471,6.060
20879,6.198
22103,6.611
22511,6.749
23123,6.955
23735,7.162
25367,7.713
26999,8.264
27407,8.402
28019,8.608
28631,8.815
29039,8.952
29651,9.159
30263,9.434
30671,9.572
31079,9.710
32303,10.123
32915,10.330
33527,10.536
34139,10.743
34751,10.950
35159,11.087
35975,11.363
37199,11.776
38219,12.120
38831,12.327
39443,12.533
40055,12.809
41279,13.222
42503,13.635
42911,13.773
44747,14.393
45971,14.806
46583,15.013
46991,15.150
47807,15.426
48827,15.770
49439,15.977
50663,16.459
51275,16.665
51887,16.872
53111,17.285
54335,17.698
54743,17.836
56579,18.456
57191,18.662
58415,19.076
59639,19.489
60047,19.626
60659,19.902
61271,20.109
62495,20.522
63515,20.672
63923,20.681
64331,20.690
64739,20.698
65147,20.707
65555,20.716
65963,20.724
66371,20.733
66779,20.741
67187,20.750
67799,20.762
68207,20.771
68615,20.779
69023,20.787
69431,20.795
69839,20.803
70247,20.812
70655,20.824
71063,20.831
71471,20.839
71879,20.847
72287,20.855
72695,20.862
73103,20.870
73511,20.877
73919,20.884
74327,20.892
74735,20.899
75143,20.906
75551,20.913
75959,20.919
76367,20.926
76775,20.933
77183,20.939
77591,20.945
77999,20.952
78407,20.958
78815,20.964
79223,20.969
79631,20.975
80039,20.981
80447,20.986
80855,20.994
81263,20.999
81671,21.004
82079,21.008
82487,21.013
82895,21.017
83303,21.022
83711,21.026
84119,21.030
84527,21.033
84935,21.037
85343,21.040
85751,21.044
86159,21.047
86567,21.050
86975,21.052
87383,21.055
87791,21.057
88199,21.060
88607,21.062
89015,21.064
89423,21.065
89831,21.067
90239,21.068
90647,21.069
91055,21.071
91463,21.072
91871,21.072
92279,21.072
92687,21.073
93095,21.073
93503,21.072
93911,21.072
94319,21.072
94727,21.071
95135,21.070
95543,21.069
95951,21.068
