time_ms,depth_m,gas_idx
22919,6.715,0
43115,13.496,0
63311,20.152,0
83507,20.499,0
103703,20.484,0
123899,20.123,0
144095,19.783,0
164291,19.811,0
184487,20.006,0
204683,18.262,0
224879,16.519,0
245075,14.776,0
265271,13.032,0
285467,11.289,0
305482,9.563,0
325678,7.819,0
345874,6.076,0
366070,4.333,0
386266,2.589,0
406462,0.846,0
