time_ms,depth_m,pa
158023,53.370,619533.4
159247,53.783,623585.3
159655,53.921,624936.0
160471,54.265,628312.7
160879,54.403,629663.3
161695,54.679,632364.7
162103,54.816,633715.4
162715,55.023,635741.3
163327,55.230,637767.3
163939,55.436,639793.4
164551,55.643,641819.3
165163,55.849,643845.3
165775,56.056,645871.3
166999,56.469,649923.3
168223,56.882,653975.4
169855,57.433,659378.0
170467,57.709,662079.3
171079,57.915,664105.3
171691,58.122,666131.3
172303,58.329,668157.4
172711,58.466,669508.0
173527,58.742,672209.3
174547,59.086,675586.0
175771,59.499,679638.0
176383,59.706,681664.0
177607,60.119,685716.0
178015,60.257,687066.6
178831,60.532,689768.0
179239,60.670,691118.7
180055,60.945,693820.0
180463,61.152,695846.0
181075,61.359,697872.0
181687,61.565,699898.0
183523,62.185,705976.0
185382,62.805,712054.0
186606,63.218,716106.0
187014,63.356,717456.7
187830,63.631,720158.0
188850,63.975,723534.7
189462,64.251,726236.0
190074,64.457,728262.0
190686,64.664,730288.0
191298,64.871,732314.0
191910,65.077,734340.0
193134,65.490,738392.0
193542,65.628,739742.7
194358,65.904,742444.0
194766,66.041,743794.7
196602,66.661,749872.6
197214,66.868,751898.7
197826,67.074,753924.7
198438,67.281,755950.6
198846,67.419,757301.3
199662,67.763,760678.0
200070,67.901,762028.6
200682,68.107,764054.7
201294,68.314,766080.7
203130,68.934,772158.7
203742,69.140,774184.7
204966,69.553,778236.7
205374,69.691,779587.3
206190,69.967,782288.6
206598,70.104,783639.4
208434,70.724,789717.4
209046,70.931,791743.3
209658,71.206,794444.7
210270,71.413,796470.6
210678,71.551,797821.4
211494,71.826,800522.7
211902,71.964,801873.3
212718,72.239,804574.6
213738,72.584,807951.3
214350,72.790,809977.4
214962,72.997,812003.3
215574,73.203,814029.3
215982,73.341,815380.0
216798,73.617,818081.4
217206,73.754,819432.0
218022,74.030,822133.3
218430,74.167,823484.0
219042,74.374,825510.0
222102,75.476,836315.3
223326,75.889,840367.3
224550,76.302,844419.4
224958,76.440,845770.0
225570,76.647,847796.0
226182,76.853,849822.0
226794,77.060,851848.0
227406,77.266,853874.0
227814,77.404,855224.7
228630,77.680,857926.0
229854,78.093,861978.0
230262,78.299,864004.0
231486,78.713,868056.0
232098,78.919,870082.0
233322,79.332,874134.0
233934,79.539,876160.0
235158,79.952,880212.0
236178,80.296,883588.7
236790,80.503,885614.6
238014,80.916,889666.7
238626,81.123,891692.6
239238,81.329,893718.7
240462,81.811,898446.0
240870,81.949,899796.6
241686,82.225,902498.0
242094,82.362,903848.7
242706,82.569,905874.6
243318,82.776,907900.7
244157,83.051,910602.0
244565,83.189,911952.6
246401,83.808,918030.7
247013,84.015,920056.6
248237,84.428,924108.7
248645,84.566,925459.4
249461,84.910,928836.0
249869,85.048,930186.7
250685,85.324,932888.0
251093,85.461,934238.7
251705,85.668,936264.7
252317,85.874,938290.7
252929,86.081,940316.6
253541,86.288,942342.7
253949,86.425,943693.3
254765,86.701,946394.6
255989,87.114,950446.7
257621,87.665,955849.3
258233,87.872,957875.3
258845,88.078,959901.4
259457,88.354,962602.7
260069,88.560,964628.7
260477,88.698,965979.3
261293,88.973,968680.7
261701,89.111,970031.3
262313,89.318,972057.3
262925,89.524,974083.4
263537,89.731,976109.3
264149,89.937,978135.3
264761,90.144,980161.4
265373,90.351,982187.3
266597,90.764,986239.3
267821,91.177,990291.3
268841,91.521,993668.0
270065,92.003,998395.3
271289,92.417,1002447.3
271901,92.623,1004473.3
272309,92.761,1005824.0
273125,92.971,1007888.1
273533,92.979,1007964.6
273941,92.987,1008040.9
274349,92.995,1008117.4
274757,93.003,1008193.6
275165,93.010,1008270.1
275573,93.018,1008346.4
275981,93.026,1008422.8
276389,93.034,1008499.1
276797,93.041,1008575.4
277205,93.049,1008651.8
278225,93.069,1008842.4
278633,93.076,1008918.7
