time_ms,depth_m,gas_idx
22929,6.715,0
43125,13.496,0
63325,20.152,0
83521,20.499,0
103717,20.484,0
123913,20.123,0
164305,19.811,0
184501,20.006,0
204697,18.262,0
224893,16.519,0
245089,14.776,0
265285,13.032,0
285481,11.289,0
305496,9.563,0
325692,7.819,0
345888,6.076,0
366084,4.333,0
386280,2.589,0
406476,0.846,0
