time_ms,depth_m
4773,0.620
5385,0.826
6405,1.171
7017,1.377
7425,1.515
8037,1.722
8649,1.928
9057,2.066
9669,2.341
10281,2.548
10689,2.686
11301,2.892
11913,3.099
12321,3.237
13545,3.650
14565,3.994
15177,4.201
15585,4.338
16809,4.752
17217,4.889
17829,5.096
18237,5.234
18849,5.440
20481,6.060
21501,6.404
22113,6.611
23133,6.955
23745,7.162
24153,7.300
25377,7.713
27009,8.264
28029,8.608
28641,8.815
29049,8.952
30273,9.434
31293,9.779
31905,9.985
32925,10.330
33537,10.536
35373,11.156
35985,11.363
36393,11.500
37209,11.776
37617,11.914
38229,12.120
38841,12.327
39453,12.533
40065,12.809
40677,13.015
41289,13.222
41697,13.360
42513,13.635
42921,13.773
43737,14.048
44145,14.186
45369,14.599
45981,14.806
46593,15.013
47205,15.219
47817,15.426
48225,15.563
49041,15.839
49449,15.977
50061,16.252
50673,16.459
51897,16.872
53121,17.285
53529,17.423
54345,17.698
55569,18.111
55977,18.249
56589,18.456
57201,18.662
58425,19.076
58833,19.213
59649,19.489
60057,19.626
60873,19.971
61281,20.109
62505,20.522
63121,20.664
63733,20.677
64141,20.685
64549,20.694
64957,20.703
65365,20.711
65773,20.720
65977,20.724
66385,20.733
66793,20.741
67201,20.750
67813,20.762
68221,20.771
68629,20.779
69037,20.787
69445,20.795
69853,20.803
70261,20.816
70669,20.824
71077,20.831
71485,20.839
71893,20.847
72301,20.855
72709,20.862
73117,20.870
73525,20.877
73933,20.884
74341,20.892
74749,20.899
75157,20.906
75565,20.913
75973,20.919
76381,20.926
76789,20.933
77197,20.939
77605,20.945
78625,20.961
79033,20.967
79441,20.972
79849,20.978
80053,20.981
80461,20.989
80869,20.994
81277,20.999
81685,21.004
82093,21.008
82501,21.013
82909,21.017
83317,21.022
83725,21.026
84133,21.030
84541,21.033
84949,21.037
85357,21.040
85765,21.044
86173,21.047
86581,21.050
86989,21.052
87601,21.056
88009,21.059
88417,21.061
88825,21.063
89233,21.064
89641,21.066
89845,21.067
90253,21.068
90661,21.070
91069,21.071
91477,21.072
91885,21.072
92293,21.072
92701,21.073
93109,21.073
93517,21.072
93925,21.072
94333,21.072
94741,21.071
95149,21.070
95557,21.069
95965,21.068
96373,21.066
96781,21.064
97189,21.063
97597,21.061
98005,21.059
98413,21.056
98821,21.054
99229,21.051
99637,21.048
100045,21.045
100453,21.042
100861,21.037
101269,21.033
101677,21.030
102085,21.026
102493,21.022
102901,21.017
103309,21.013
103717,21.008
104125,21.004
104533,20.999
104941,20.994
105349,20.989
105757,20.983
106165,20.978
106573,20.972
106981,20.967
107389,20.961
107797,20.955
108205,20.949
108817,20.939
109225,20.933
109633,20.926
109837,20.923
110245,20.916
110653,20.909
111061,20.899
111469,20.892
111877,20.884
112285,20.877
112693,20.870
113101,20.862
113509,20.855
114529,20.835
114937,20.828
115345,20.820
115753,20.812
116161,20.803
116569,20.795
116977,20.787
117385,20.779
117793,20.771
118201,20.762
118609,20.754
119017,20.745
119425,20.737
119833,20.728
120241,20.720
120649,20.711
121057,20.703
121465,20.690
121873,20.681
122281,20.672
122689,20.664
123097,20.655
123505,20.646
124117,20.634
124525,20.625
124933,20.616
125341,20.608
125749,20.599
126157,20.591
126565,20.582
126973,20.574
127381,20.565
127789,20.557
128197,20.548
128605,20.540
129013,20.532
129421,20.524
129829,20.515
130237,20.507
130645,20.499
131053,20.491
131461,20.480
131869,20.472
132277,20.464
132685,20.457
133093,20.449
133705,20.438
134113,20.431
134521,20.424
134725,20.420
135133,20.413
135541,20.406
135950,20.399
136357,20.393
136765,20.386
137173,20.380
137581,20.373
137989,20.367
138397,20.361
138805,20.355
139825,20.341
140233,20.336
140641,20.330
141049,20.325
141457,20.320
141865,20.313
142273,20.308
142681,20.304
143089,20.299
143497,20.295
143701,20.293
144109,20.289
144517,20.286
144925,20.282
145333,20.279
145741,20.275
146149,20.272
146557,20.269
146965,20.266
147373,20.264
147781,20.261
148189,20.259
148597,20.257
149005,20.255
149413,20.254
149821,20.252
150229,20.251
150637,20.250
151249,20.248
151657,20.247
152065,20.247
152473,20.246
152881,20.246
153289,20.246
153697,20.247
153901,20.247
154309,20.247
154717,20.248
155125,20.249
155533,20.250
156145,20.252
156553,20.254
156961,20.255
157369,20.257
157777,20.259
158185,20.261
158593,20.264
159001,20.266
159409,20.269
159817,20.272
160225,20.275
160633,20.279
161041,20.282
161449,20.286
161857,20.289
162265,20.295
162673,20.299
163489,20.308
163693,20.311
164101,20.315
164509,20.320
164917,20.325
165325,20.330
165733,20.336
166141,20.341
166549,20.347
166957,20.352
167569,20.361
167977,20.367
168385,20.373
168793,20.380
169201,20.386
169609,20.393
170017,20.399
170425,20.406
170833,20.413
171241,20.420
171649,20.427
172057,20.434
172465,20.445
172873,20.453
173281,20.460
173689,20.468
174097,20.476
174505,20.484
174913,20.491
175321,20.499
175729,20.507
176137,20.515
176545,20.524
176953,20.532
177361,20.540
177769,20.548
178177,20.557
178585,20.565
178993,20.574
179401,20.582
179809,20.591
